player_id,true_segment,cluster_k5
P0001119,Casual,0
P0001120,Casual,0
P0001121,Casual,0
P0001122,Churned-early,3
P0001123,Churned-early,3
P0001124,Casual,0
P0001125,Casual,0
P0001126,Churned-early,3
P0001127,Churned-early,3
P0001128,Casual,0
P0001129,Churned-early,0
P0001130,Churned-early,3
P0001131,Churned-early,0
P0001132,Churned-early,3
P0001133,Churned-early,0
P0001134,Churned-early,3
P0001135,Casual,3
P0001136,Churned-early,3
P0001137,Casual,0
P0001138,Churned-early,3
P0001139,Spender,2
P0001140,Casual,0
P0001141,Churned-early,0
P0001142,Grinder-F2W,0
P0001143,Churned-early,3
P0001144,Whale,1
P0001145,Churned-early,0
P0001146,Grinder-F2W,0
P0001147,Churned-early,3
P0001148,Grinder-F2W,2
P0001149,Casual,3
P0001150,Casual,0
P0001151,Casual,3
P0001152,Churned-early,3
P0001153,Grinder-F2W,0
P0001154,Spender,0
P0001155,Churned-early,3
P0001156,Grinder-F2W,2
P0001157,Casual,0
P0001158,Casual,0
P0001159,Casual,0
P0001160,Grinder-F2W,2
P0001161,Churned-early,3
P0001162,Grinder-F2W,0
P0001163,Casual,0
P0001164,Grinder-F2W,3
P0001165,Churned-early,3
P0001166,Churned-early,3
P0001167,Casual,0
P0001168,Casual,0
P0001169,Casual,3
P0001170,Grinder-F2W,2
P0001171,Churned-early,3
P0001172,Grinder-F2W,0
P0001173,Casual,3
P0001174,Churned-early,3
P0001175,Grinder-F2W,0
P0001176,Casual,0
P0001177,Churned-early,3
P0001178,Casual,3
P0001179,Casual,3
P0001180,Churned-early,0
P0001181,Casual,0
P0001182,Casual,0
P0001183,Casual,0
P0001184,Casual,0
P0001185,Casual,0
P0001186,Grinder-F2W,0
P0001187,Churned-early,0
P0001188,Spender,2
P0001189,Casual,3
P0001190,Churned-early,3
P0001191,Casual,0
P0001192,Churned-early,0
P0001193,Casual,0
P0001194,Churned-early,3
P0001195,Churned-early,0
P0001196,Churned-early,3
P0001197,Casual,3
P0001198,Casual,0
P0001199,Casual,0
P0001200,Casual,3
P0001201,Churned-early,3
P0001202,Churned-early,3
P0001203,Casual,0
P0001204,Churned-early,0
P0001205,Casual,0
P0001206,Casual,3
P0001207,Churned-early,0
P0001208,Casual,0
P0001209,Grinder-F2W,0
P0001210,Casual,0
P0001211,Casual,3
P0001212,Churned-early,0
P0001213,Churned-early,3
P0001214,Casual,3
P0001215,Casual,0
P0001216,Churned-early,0
P0001217,Churned-early,3
P0001218,Churned-early,3
P0001219,Churned-early,3
P0001220,Casual,3
P0001221,Grinder-F2W,0
P0001222,Casual,3
P0001223,Casual,0
P0001224,Casual,0
P0001225,Grinder-F2W,0
P0001226,Grinder-F2W,0
P0001227,Churned-early,3
P0001228,Grinder-F2W,2
P0001229,Spender,2
P0001230,Grinder-F2W,2
P0001231,Grinder-F2W,2
P0001232,Grinder-F2W,0
P0001233,Grinder-F2W,0
P0001234,Grinder-F2W,0
P0001235,Casual,3
P0001236,Grinder-F2W,0
P0001237,Casual,0
P0001238,Casual,3
P0001239,Casual,0
P0001240,Casual,0
P0001241,Churned-early,0
P0001242,Casual,3
P0001243,Grinder-F2W,2
P0001244,Churned-early,0
P0001245,Casual,0
P0001246,Casual,0
P0001247,Grinder-F2W,2
P0001248,Churned-early,0
P0001249,Casual,3
P0001250,Casual,0
P0001251,Casual,3
P0001252,Casual,0
P0001253,Churned-early,0
P0001254,Grinder-F2W,2
P0001255,Casual,3
P0001256,Churned-early,0
P0001257,Casual,3
P0001258,Churned-early,0
P0001259,Grinder-F2W,2
P0001260,Churned-early,3
P0001261,Casual,3
P0001262,Grinder-F2W,0
P0001263,Churned-early,3
P0001264,Spender,2
P0001265,Churned-early,3
P0001266,Churned-early,0
P0001267,Churned-early,3
P0001268,Grinder-F2W,2
P0001269,Grinder-F2W,0
P0001270,Churned-early,3
P0001271,Churned-early,3
P0001272,Churned-early,3
P0001273,Grinder-F2W,3
P0001274,Grinder-F2W,2
P0001275,Churned-early,3
P0001276,Churned-early,0
P0001277,Churned-early,3
P0001278,Grinder-F2W,2
P0001279,Churned-early,3
P0001280,Churned-early,3
P0001281,Grinder-F2W,0
P0001282,Casual,0
P0001283,Casual,0
P0001284,Grinder-F2W,2
P0001285,Churned-early,3
P0001286,Churned-early,3
P0001287,Casual,0
P0001288,Casual,0
P0001289,Churned-early,3
P0001290,Grinder-F2W,2
P0001291,Spender,2
P0001292,Churned-early,0
P0001293,Casual,0
P0001294,Churned-early,3
P0001295,Casual,3
P0001296,Casual,0
P0001297,Churned-early,3
P0001298,Grinder-F2W,2
P0001299,Churned-early,0
P0001300,Churned-early,3
P0001301,Churned-early,3
P0001302,Churned-early,0
P0001303,Spender,2
P0001304,Grinder-F2W,0
P0001305,Grinder-F2W,2
P0001306,Grinder-F2W,0
P0001307,Grinder-F2W,2
P0001308,Churned-early,0
P0001309,Casual,0
P0001310,Grinder-F2W,0
P0001311,Churned-early,0
P0001312,Casual,3
P0001313,Churned-early,3
P0001314,Casual,3
P0001315,Churned-early,3
P0001316,Casual,3
P0001317,Churned-early,3
P0001318,Churned-early,0
P0001319,Churned-early,3
P0001320,Casual,0
P0001321,Spender,2
P0001322,Casual,0
P0001323,Churned-early,0
P0001324,Casual,3
P0001325,Casual,0
P0001326,Casual,0
P0001327,Casual,3
P0001328,Casual,3
P0001329,Casual,3
P0001330,Casual,0
P0001331,Churned-early,0
P0001332,Casual,0
P0001333,Churned-early,3
P0001334,Churned-early,3
P0001335,Casual,0
P0001336,Casual,3
P0001337,Casual,0
P0001338,Casual,0
P0001339,Casual,0
P0001340,Churned-early,0
P0001341,Grinder-F2W,0
P0001342,Churned-early,0
P0001343,Casual,3
P0001344,Churned-early,0
P0001345,Casual,3
P0001346,Casual,0
P0001347,Churned-early,3
P0001348,Grinder-F2W,2
P0001349,Casual,0
P0001350,Churned-early,3
P0001351,Churned-early,0
P0001352,Churned-early,3
P0001353,Grinder-F2W,2
P0001354,Casual,0
P0001355,Grinder-F2W,0
P0001356,Casual,0
P0001357,Casual,0
P0001358,Casual,3
P0001359,Churned-early,0
P0001360,Churned-early,3
P0001361,Casual,0
P0001362,Grinder-F2W,0
P0001363,Casual,0
P0001364,Casual,0
P0001365,Casual,3
P0001366,Churned-early,3
P0001367,Spender,2
P0001368,Casual,0
P0001369,Casual,3
P0001370,Churned-early,0
P0001371,Churned-early,3
P0001372,Churned-early,0
P0001373,Casual,0
P0001374,Casual,3
P0001375,Grinder-F2W,2
P0001376,Grinder-F2W,0
P0001377,Casual,0
P0001378,Casual,3
P0001379,Churned-early,3
P0001380,Churned-early,0
P0001381,Casual,0
P0001382,Casual,0
P0001383,Casual,0
P0001384,Casual,3
P0001385,Casual,0
P0001386,Grinder-F2W,0
P0001387,Spender,2
P0001388,Churned-early,3
P0001389,Casual,3
P0001390,Churned-early,3
P0001391,Grinder-F2W,2
P0001392,Casual,3
P0001393,Grinder-F2W,0
P0001394,Casual,0
P0001395,Casual,0
P0001396,Casual,3
P0001397,Churned-early,3
P0001398,Casual,0
P0001399,Casual,0
P0001400,Churned-early,3
P0001401,Churned-early,3
P0001402,Casual,0
P0001403,Grinder-F2W,2
P0001404,Casual,3
P0001405,Casual,0
P0001406,Grinder-F2W,0
P0001407,Casual,0
P0001408,Casual,0
P0001409,Churned-early,0
P0001410,Grinder-F2W,2
P0001411,Churned-early,3
P0001412,Casual,0
P0001413,Churned-early,0
P0001414,Churned-early,3
P0001415,Casual,0
P0001416,Casual,0
P0001417,Churned-early,0
P0001418,Casual,0
P0001419,Churned-early,3
P0001420,Churned-early,3
P0001421,Churned-early,3
P0001422,Churned-early,3
P0001423,Churned-early,3
P0001424,Casual,0
P0001425,Casual,0
P0001426,Churned-early,3
P0001427,Casual,3
P0001428,Casual,3
P0001429,Grinder-F2W,2
P0001430,Grinder-F2W,2
P0001431,Casual,0
P0001432,Casual,3
P0001433,Churned-early,3
P0001434,Casual,0
P0001435,Churned-early,0
P0001436,Churned-early,3
P0001437,Grinder-F2W,2
P0001438,Casual,3
P0001439,Churned-early,3
P0001440,Casual,3
P0001441,Casual,0
P0001442,Churned-early,3
P0001443,Churned-early,3
P0001444,Churned-early,0
P0001445,Casual,0
P0001446,Churned-early,0
P0001447,Casual,3
P0001448,Churned-early,3
P0001449,Grinder-F2W,2
P0001450,Casual,0
P0001451,Casual,0
P0001452,Casual,0
P0001453,Casual,0
P0001454,Casual,3
P0001455,Churned-early,3
P0001456,Churned-early,0
P0001457,Casual,0
P0001458,Churned-early,3
P0001459,Casual,0
P0001460,Churned-early,0
P0001461,Churned-early,0
P0001462,Churned-early,0
P0001463,Casual,0
P0001464,Casual,3
P0001465,Grinder-F2W,0
P0001466,Churned-early,3
P0001467,Churned-early,3
P0001468,Churned-early,3
P0001469,Churned-early,0
P0001470,Spender,0
P0001471,Casual,3
P0001472,Churned-early,3
P0001473,Casual,0
P0001474,Churned-early,3
P0001475,Casual,3
P0001476,Casual,0
P0001477,Casual,3
P0001478,Casual,0
P0001479,Casual,3
P0001480,Churned-early,0
P0001481,Casual,3
P0001482,Churned-early,0
P0001483,Casual,0
P0001484,Casual,0
P0001485,Churned-early,3
P0001486,Churned-early,3
P0001487,Casual,0
P0001488,Casual,0
P0001489,Casual,3
P0001490,Churned-early,3
P0001491,Grinder-F2W,2
P0001492,Grinder-F2W,2
P0001493,Casual,0
P0001494,Casual,3
P0001495,Churned-early,0
P0001496,Casual,3
P0001497,Grinder-F2W,0
P0001498,Casual,0
P0001499,Churned-early,0
P0001500,Grinder-F2W,2
P0001501,Casual,3
P0001502,Casual,0
P0001503,Casual,0
P0001504,Grinder-F2W,2
P0001505,Casual,3
P0001506,Churned-early,3
P0001507,Casual,3
P0001508,Casual,3
P0001509,Grinder-F2W,2
P0001510,Casual,3
P0001511,Casual,3
P0001512,Grinder-F2W,0
P0001513,Casual,0
P0001514,Casual,0
P0001515,Casual,3
P0001516,Casual,0
P0001517,Churned-early,3
P0001518,Casual,3
P0001519,Churned-early,0
P0001520,Grinder-F2W,0
P0001521,Churned-early,3
P0001522,Churned-early,3
P0001523,Churned-early,3
P0001524,Casual,3
P0001525,Churned-early,3
P0001526,Churned-early,3
P0001527,Casual,3
P0001528,Casual,0
P0001529,Casual,0
P0001530,Casual,3
P0001531,Casual,3
P0001532,Churned-early,0
P0001533,Churned-early,3
P0001534,Grinder-F2W,2
P0001535,Casual,0
P0001536,Churned-early,3
P0001537,Casual,0
P0001538,Spender,2
P0001539,Churned-early,3
P0001540,Casual,0
P0001541,Casual,3
P0001542,Churned-early,0
P0001543,Grinder-F2W,2
P0001544,Grinder-F2W,0
P0001545,Grinder-F2W,0
P0001546,Casual,0
P0001547,Churned-early,3
P0001548,Spender,2
P0001549,Casual,0
P0001550,Churned-early,3
P0001551,Casual,0
P0001552,Churned-early,3
P0001553,Casual,0
P0001554,Grinder-F2W,2
P0001555,Casual,3
P0001556,Grinder-F2W,2
P0001557,Casual,0
P0001558,Casual,0
P0001559,Churned-early,3
P0001560,Churned-early,0
P0001561,Churned-early,3
P0001562,Casual,0
P0001563,Churned-early,3
P0001564,Churned-early,3
P0001565,Grinder-F2W,0
P0001566,Casual,0
P0001567,Churned-early,3
P0001568,Casual,0
P0001569,Grinder-F2W,2
P0001570,Churned-early,3
P0001571,Churned-early,3
P0001572,Grinder-F2W,2
P0001573,Casual,0
P0001574,Churned-early,3
P0001575,Casual,0
P0001576,Churned-early,0
P0001577,Grinder-F2W,0
P0001578,Casual,3
P0001579,Casual,0
P0001580,Casual,3
P0001581,Grinder-F2W,2
P0001582,Casual,0
P0001583,Grinder-F2W,2
P0001584,Churned-early,3
P0001585,Casual,3
P0001586,Grinder-F2W,0
P0001587,Casual,0
P0001588,Churned-early,0
P0001589,Casual,0
P0001590,Casual,0
P0001591,Churned-early,0
P0001592,Churned-early,3
P0001593,Casual,0
P0001594,Casual,0
P0001595,Churned-early,0
P0001596,Casual,0
P0001597,Churned-early,0
P0001598,Grinder-F2W,2
P0001599,Grinder-F2W,2
P0001600,Churned-early,3
P0001601,Casual,0
P0001602,Casual,0
P0001603,Churned-early,3
P0001604,Churned-early,3
P0001605,Casual,0
P0001606,Casual,0
P0001607,Casual,3
P0001608,Grinder-F2W,2
P0001609,Grinder-F2W,2
P0001610,Casual,0
P0001611,Casual,0
P0001612,Casual,0
P0001613,Churned-early,3
P0001614,Casual,0
P0001615,Grinder-F2W,0
P0001616,Casual,0
P0001617,Churned-early,3
P0001618,Churned-early,0
P0001619,Casual,0
P0001620,Casual,0
P0001621,Casual,3
P0001622,Churned-early,0
P0001623,Spender,2
P0001624,Casual,3
P0001625,Grinder-F2W,0
P0001626,Casual,0
P0001627,Casual,3
P0001628,Grinder-F2W,2
P0001629,Casual,0
P0001630,Casual,3
P0001631,Casual,3
P0001632,Grinder-F2W,2
P0001633,Whale,1
P0001634,Churned-early,3
P0001635,Churned-early,3
P0001636,Churned-early,0
P0001637,Churned-early,3
P0001638,Casual,0
P0001639,Casual,3
P0001640,Casual,3
P0001641,Churned-early,3
P0001642,Grinder-F2W,2
P0001643,Churned-early,3
P0001644,Churned-early,3
P0001645,Casual,0
P0001646,Grinder-F2W,2
P0001647,Churned-early,0
P0001648,Casual,3
P0001649,Churned-early,0
P0001650,Casual,3
P0001651,Grinder-F2W,2
P0001652,Casual,3
P0001653,Grinder-F2W,2
P0001654,Casual,3
P0001655,Casual,0
P0001656,Casual,0
P0001657,Casual,0
P0001658,Spender,2
P0001659,Casual,0
P0001660,Churned-early,3
P0001661,Casual,0
P0001662,Churned-early,3
P0001663,Casual,0
P0001664,Churned-early,3
P0001665,Grinder-F2W,2
P0001666,Casual,0
P0001667,Grinder-F2W,0
P0001668,Casual,0
P0001669,Churned-early,3
P0001670,Casual,0
P0001671,Churned-early,3
P0001672,Casual,0
P0001673,Churned-early,3
P0001674,Casual,3
P0001675,Casual,0
P0001676,Grinder-F2W,0
P0001677,Grinder-F2W,0
P0001678,Churned-early,3
P0001679,Grinder-F2W,0
P0001680,Churned-early,0
P0001681,Churned-early,3
P0001682,Churned-early,0
P0001683,Churned-early,3
P0001684,Grinder-F2W,0
P0001685,Churned-early,0
P0001686,Churned-early,3
P0001687,Grinder-F2W,2
P0001688,Casual,3
P0001689,Spender,1
P0001690,Churned-early,3
P0001691,Grinder-F2W,0
P0001692,Churned-early,3
P0001693,Grinder-F2W,2
P0001694,Casual,3
P0001695,Casual,3
P0001696,Churned-early,3
P0001697,Grinder-F2W,0
P0001698,Casual,0
P0001699,Casual,0
P0001700,Casual,0
P0001701,Grinder-F2W,2
P0001702,Casual,0
P0001703,Churned-early,3
P0001704,Churned-early,3
P0001705,Churned-early,3
P0001706,Casual,0
P0001707,Churned-early,3
P0001708,Grinder-F2W,2
P0001709,Churned-early,0
P0001710,Casual,0
P0001711,Casual,0
P0001712,Grinder-F2W,2
P0001713,Churned-early,3
P0001714,Churned-early,3
P0001715,Casual,0
P0001716,Grinder-F2W,2
P0001717,Casual,3
P0001718,Casual,0
P0001719,Casual,0
P0001720,Casual,0
P0001721,Churned-early,3
P0001722,Churned-early,3
P0001723,Churned-early,0
P0001724,Casual,0
P0001725,Churned-early,3
P0001726,Grinder-F2W,0
P0001727,Casual,0
P0001728,Churned-early,0
P0001729,Casual,0
P0001730,Churned-early,3
P0001731,Casual,3
P0001732,Casual,3
P0001733,Casual,3
P0001734,Grinder-F2W,2
P0001735,Churned-early,3
P0001736,Casual,0
P0001737,Grinder-F2W,0
P0001738,Churned-early,3
P0001739,Grinder-F2W,2
P0001740,Casual,0
P0001741,Churned-early,3
P0001742,Grinder-F2W,2
P0001743,Casual,0
P0001744,Churned-early,3
P0001745,Churned-early,3
P0001746,Casual,0
P0001747,Casual,0
P0001748,Churned-early,0
P0001749,Casual,0
P0001750,Casual,3
P0001751,Churned-early,0
P0001752,Churned-early,3
P0001753,Casual,0
P0001754,Casual,0
P0001755,Casual,0
P0001756,Casual,3
P0001757,Churned-early,0
P0001758,Churned-early,0
P0001759,Churned-early,0
P0001760,Casual,0
P0001761,Casual,3
P0001762,Casual,0
P0001763,Churned-early,3
P0001764,Churned-early,3
P0001765,Grinder-F2W,2
P0001766,Casual,0
P0001767,Grinder-F2W,0
P0001768,Casual,0
P0001769,Grinder-F2W,0
P0001770,Casual,0
P0001771,Casual,0
P0001772,Casual,0
P0001773,Churned-early,3
P0001774,Grinder-F2W,2
P0001775,Churned-early,3
P0001776,Churned-early,0
P0001777,Casual,3
P0001778,Casual,0
P0001779,Churned-early,3
P0001780,Churned-early,3
P0001781,Churned-early,3
P0001782,Churned-early,0
P0001783,Casual,0
P0001784,Casual,3
P0001785,Churned-early,3
P0001786,Churned-early,0
P0001787,Casual,3
P0001788,Casual,0
P0001789,Grinder-F2W,0
P0001790,Churned-early,3
P0001791,Grinder-F2W,0
P0001792,Grinder-F2W,0
P0001793,Casual,0
P0001794,Casual,0
P0001795,Churned-early,3
P0001796,Casual,0
P0001797,Casual,3
P0001798,Churned-early,3
P0001799,Casual,0
P0001800,Casual,0
P0001801,Churned-early,3
P0001802,Casual,0
P0001803,Casual,0
P0001804,Casual,3
P0001805,Churned-early,3
P0001806,Casual,0
P0001807,Casual,0
P0001808,Grinder-F2W,0
P0001809,Casual,0
P0001810,Grinder-F2W,2
P0001811,Casual,0
P0001812,Casual,3
P0001813,Casual,0
P0001814,Grinder-F2W,0
P0001815,Churned-early,3
P0001816,Churned-early,0
P0001817,Churned-early,0
P0001818,Casual,3
P0001819,Casual,0
P0001820,Casual,0
P0001821,Churned-early,3
P0001822,Churned-early,0
P0001823,Churned-early,0
P0001824,Casual,0
P0001825,Casual,0
P0001826,Casual,3
P0001827,Churned-early,3
P0001828,Casual,0
P0001829,Churned-early,0
P0001830,Casual,3
P0001831,Churned-early,3
P0001832,Churned-early,3
P0001833,Casual,0
P0001834,Casual,3
P0001835,Casual,3
P0001836,Casual,0
P0001837,Churned-early,3
P0001838,Spender,2
P0001839,Churned-early,3
P0001840,Casual,0
P0001841,Churned-early,0
P0001842,Spender,2
P0001843,Churned-early,3
P0001844,Grinder-F2W,0
P0001845,Casual,3
P0001846,Churned-early,3
P0001847,Churned-early,0
P0001848,Casual,0
P0001849,Grinder-F2W,2
P0001850,Casual,0
P0001851,Churned-early,3
P0001852,Casual,0
P0001853,Grinder-F2W,2
P0001854,Casual,0
P0001855,Casual,0
P0001856,Churned-early,3
P0001857,Casual,3
P0001858,Casual,0
P0001859,Casual,0
P0001860,Casual,0
P0001861,Churned-early,0
P0001862,Spender,0
P0001863,Churned-early,3
P0001864,Casual,0
P0001865,Churned-early,3
P0001866,Casual,0
P0001867,Casual,0
P0001868,Grinder-F2W,0
P0001869,Grinder-F2W,0
P0001870,Grinder-F2W,0
P0001871,Grinder-F2W,0
P0001872,Casual,0
P0001873,Grinder-F2W,2
P0001874,Churned-early,0
P0001875,Grinder-F2W,2
P0001876,Casual,3
P0001877,Casual,0
P0001878,Churned-early,0
P0001879,Grinder-F2W,0
P0001880,Casual,0
P0001881,Grinder-F2W,2
P0001882,Churned-early,3
P0001883,Churned-early,3
P0001884,Casual,3
P0001885,Churned-early,0
P0001886,Churned-early,0
P0001887,Churned-early,3
P0001888,Grinder-F2W,0
P0001889,Churned-early,0
P0001890,Casual,3
P0001891,Churned-early,3
P0001892,Spender,2
P0001893,Churned-early,0
P0001894,Casual,3
P0001895,Casual,0
P0001896,Casual,3
P0001897,Casual,3
P0001898,Grinder-F2W,2
P0001899,Casual,3
P0001900,Grinder-F2W,0
P0001901,Casual,0
P0001902,Churned-early,3
P0001903,Spender,2
P0001904,Casual,3
P0001905,Casual,0
P0001906,Casual,0
P0001907,Casual,0
P0001908,Casual,0
P0001909,Churned-early,3
P0001910,Casual,0
P0001911,Churned-early,3
P0001912,Casual,3
P0001913,Casual,3
P0001914,Casual,3
P0001915,Churned-early,0
P0001916,Churned-early,3
P0001917,Grinder-F2W,2
P0001918,Casual,0
P0001919,Casual,0
P0001920,Churned-early,0
P0001921,Grinder-F2W,0
P0001922,Churned-early,3
P0001923,Casual,0
P0001924,Casual,0
P0001925,Casual,3
P0001926,Casual,0
P0001927,Casual,3
P0001928,Casual,3
P0001929,Casual,0
P0001930,Casual,0
P0001931,Casual,0
P0001932,Casual,3
P0001933,Churned-early,3
P0001934,Casual,0
P0001935,Casual,3
P0001936,Churned-early,0
P0001937,Churned-early,3
P0001938,Churned-early,0
P0001939,Churned-early,3
P0001940,Casual,0
P0001941,Churned-early,0
P0001942,Churned-early,3
P0001943,Casual,0
P0001944,Casual,0
P0001945,Churned-early,3
P0001946,Casual,0
P0001947,Casual,0
P0001948,Casual,3
P0001949,Casual,0
P0001950,Spender,2
P0001951,Casual,0
P0001952,Casual,0
P0001953,Casual,0
P0001954,Churned-early,3
P0001955,Casual,3
P0001956,Churned-early,3
P0001957,Casual,3
P0001958,Casual,0
P0001959,Churned-early,3
P0001960,Churned-early,3
P0001961,Churned-early,3
P0001962,Grinder-F2W,0
P0001963,Grinder-F2W,2
P0001964,Casual,0
P0001965,Churned-early,3
P0001966,Churned-early,3
P0001967,Casual,0
P0001968,Churned-early,0
P0001969,Grinder-F2W,2
P0001970,Churned-early,3
P0001971,Churned-early,3
P0001972,Churned-early,3
P0001973,Casual,0
P0001974,Casual,3
P0001975,Churned-early,0
P0001976,Grinder-F2W,2
P0001977,Casual,3
P0001978,Casual,0
P0001979,Grinder-F2W,2
P0001980,Churned-early,0
P0001981,Casual,0
P0001982,Casual,3
P0001983,Spender,2
P0001984,Casual,0
P0001985,Casual,3
P0001986,Casual,0
P0001987,Churned-early,3
P0001988,Casual,3
P0001989,Churned-early,3
P0001990,Casual,3
P0001991,Casual,0
P0001992,Churned-early,0
P0001993,Churned-early,3
P0001994,Churned-early,3
P0001995,Casual,0
P0001996,Churned-early,3
P0001997,Casual,0
P0001998,Churned-early,0
P0001999,Grinder-F2W,0
P0002000,Churned-early,3
P0002001,Casual,0
P0002002,Casual,3
P0002003,Casual,0
P0002004,Churned-early,0
P0002005,Casual,0
P0002006,Casual,0
P0002007,Casual,0
P0002008,Churned-early,3
P0002009,Churned-early,3
P0002010,Churned-early,3
P0002011,Casual,0
P0002012,Churned-early,0
P0002013,Casual,0
P0002014,Churned-early,3
P0002015,Grinder-F2W,2
P0002016,Casual,3
P0002017,Churned-early,3
P0002018,Churned-early,0
P0002019,Casual,3
P0002020,Casual,0
P0002021,Casual,3
P0002022,Grinder-F2W,0
P0002023,Casual,0
P0002024,Churned-early,3
P0002025,Grinder-F2W,0
P0002026,Grinder-F2W,2
P0002027,Casual,0
P0002028,Grinder-F2W,0
P0002029,Churned-early,0
P0002030,Grinder-F2W,2
P0002031,Churned-early,3
P0002032,Grinder-F2W,0
P0002033,Casual,3
P0002034,Spender,2
P0002035,Casual,0
P0002036,Churned-early,3
P0002037,Churned-early,3
P0002038,Grinder-F2W,2
P0002039,Spender,0
P0002040,Casual,0
P0002041,Casual,0
P0002042,Churned-early,3
P0002043,Churned-early,3
P0002044,Casual,3
P0002045,Grinder-F2W,0
P0002046,Spender,0
P0002047,Casual,3
P0002048,Casual,0
P0002049,Spender,2
P0002050,Churned-early,0
P0002051,Churned-early,0
P0002052,Casual,3
P0002053,Casual,0
P0002054,Churned-early,0
P0002055,Grinder-F2W,0
P0002056,Churned-early,0
P0002057,Grinder-F2W,2
P0002058,Casual,0
P0002059,Grinder-F2W,2
P0002060,Casual,3
P0002061,Casual,0
P0002062,Churned-early,3
P0002063,Casual,3
P0002064,Casual,3
P0002065,Grinder-F2W,2
P0002066,Grinder-F2W,0
P0002067,Casual,3
P0002068,Churned-early,3
P0002069,Churned-early,3
P0002070,Casual,3
P0002071,Casual,0
P0002072,Grinder-F2W,2
P0002073,Churned-early,3
P0002074,Casual,3
P0002075,Casual,0
P0002076,Casual,0
P0002077,Spender,2
P0002078,Grinder-F2W,2
P0002079,Grinder-F2W,2
P0002080,Casual,3
P0002081,Churned-early,3
P0002082,Casual,0
P0002083,Churned-early,3
P0002084,Casual,3
P0002085,Casual,3
P0002086,Churned-early,3
P0002087,Grinder-F2W,2
P0002088,Churned-early,3
P0002089,Casual,0
P0002090,Churned-early,3
P0002091,Churned-early,3
P0002092,Casual,0
P0002093,Casual,3
P0002094,Grinder-F2W,2
P0002095,Grinder-F2W,0
P0002096,Churned-early,3
P0002097,Churned-early,3
P0002098,Grinder-F2W,2
P0002099,Casual,0
P0002100,Churned-early,0
P0002101,Churned-early,0
P0002102,Churned-early,0
P0002103,Churned-early,3
P0002104,Churned-early,3
P0002105,Churned-early,3
P0002106,Casual,0
P0002107,Casual,3
P0002108,Casual,0
P0002109,Grinder-F2W,0
P0002110,Churned-early,3
